,food_name,serving_size,calories,fat_type,total_fat,sat_fat,trans_fat,cholesterol,sodium,protein,total_carbon,fiber,sugar,calcium,iron,vaiu,vc,ingredient,meal
208,Pibil Cochinita (Pulled Pork),4 OZ,259,164,18.2g,6.5g,0g,77.4mg,784.7mg,21g,1.6g,0.3g,0.5g,4%,9%,0%,4%,"PORK, WATER, FRESH ONIONS, VINEGAR (apple cider vinegar (diluted with water to 5% acidity). ), KOSHER SALT (salt, yellow prussiate of soda), WORCESTERSHIRE SAUCE (water, high fructose corn syrup, vinegar, salt, worcestershire seasoning (dextrose, sugar, caramel color, salt,  garlic powder, spices, hydrolyzed corn protein, chili pepper, xanthan gum, citric acid, onion powder, and not more than 2% soybean oil and silicon dioxide added to aid processing), caramel color, citric acid, dextrose, propylene glycol, sodium benzoate (preservative), guar gum, potassium sorbate (preservative), oleoresin capsicum and sulfur dioxide. ), LIME JUICE (lime juice from concentrate (water, concentrated lime juice),and less than 2% of lime oil, sodium benzoate (preservative), sodium metabisulfite (preservative).  contains: sulfites. ), ORANGE JUICE (orange juice concentrate, filtered water, less than 1/10 of 1% of sodium  benzoate and potassium sorbate as preservatives, vitamin C), SOY/OLIVE BLEND OIL (80% soybean oil, 20% extra virgin olive oil), FRESH GARLIC, JALAPENO CHILI, OREGANO, CRACKED BLACK PEPPER, ALLSPICE (ground allspice. ), CUMIN SEEDS, BAY LEAVES",dinner
209,Picante Sauce**,2 TBSP,20,0,0g,0g,0g,0mg,480mg,0g,4g,0g,2g,0%,0%,4%,0%,"MILD PICANTE SAUCE (crushed tomatoes (water, crushed tomato concentrate), water, fresh jalapeno peppers, fresh onions, distilled vinegar, salt, dehydrated onions, dehydrated garlic, natural flavoring)",dinner
210,Pickled Carrots**,1 OZ,21,1,0.1g,0g,0g,0mg,27.3mg,0.2g,5.3g,0.5g,4.4g,1%,1%,49%,5%,"FRESH CARROTS, VINEGAR (apple cider vinegar (diluted with water to 5% acidity). ), SUGAR, WATER, JALAPENO CHILI, CINNAMON, CUMIN SEEDS, KOSHER SALT (salt, yellow prussiate of soda), CLOVES, MUSTARD SEED (mustard), ALLSPICE (ground allspice. )",dinner
211,Pickled Red Onions**,1 OZ,36,0,0.1g,0g,0g,0mg,31.2mg,0.3g,9.1g,0.6g,7.5g,1%,0%,1%,9%,"FRESH RED ONIONS, VINEGAR (apple cider vinegar (diluted with water to 5% acidity). ), SUGAR, WATER, JALAPENO CHILI, CINNAMON, KOSHER SALT (salt, yellow prussiate of soda), CLOVES, MUSTARD SEED (mustard), ALLSPICE (ground allspice. )",dinner
212,Pico de Gallo**,1 OZ,6,1,0.1g,0g,0g,0mg,5.2mg,0.2g,1.3g,0.3g,0.6g,0%,0%,2%,5%,"FRESH TOMATOES, TOMATILLOS, FRESH ONIONS, LIME JUICE (lime juice from concentrate (water, concentrated lime juice),and less than 2% of lime oil, sodium benzoate (preservative), sodium metabisulfite (preservative).  contains: sulfites. ), FRESH GARLIC, JALAPENO PEPPERS (fresh peppers, water, vinegar, salt, calcium chloride, sodium benzoate (preservative), natural flavors, yellow 5, sodium metabisulfite. ), CILANTRO, GARLIC SALT (salt, garlic, calcium silicate (added to make free flowing), and garlic oil.), BLACK PEPPER, SALT (salt, calcium silicate, dextrose, potassium iodide.)",dinner
213,Roasted Green Chili Salsa**,1 OZ,9,0,0g,0g,0g,0mg,302.3mg,0.4g,2.3g,0.5g,0.9g,1%,1%,4%,31%,"GREEN CHILLIES (green chile peppers, water, salt, citric acid, calcium chloride), LIMES, FRESH GARLIC, KOSHER SALT (salt, yellow prussiate of soda)",dinner
214,Salsa Black Bean & Corn**,2 OZ,78,1,0.1g,0g,0g,0mg,373.3mg,4.2g,15g,4.3g,2g,10%,25%,4%,4%,"BLACK BEANS (black beans, water, salt, calcium chloride, ferrous gluconate. ), PICANTE SAUCE (crushed tomatoes (water, crushed tomato concentrate), water, fresh  jalapeno peppers, fresh onions, distilled vinegar, salt, dehydrated  onions, dehydrated garlic, natural flavoring.), CORN (yellow corn.), FRESH GREEN ONIONS, LIME JUICE (lime juice from concentrate (water, concentrated lime juice),and less than 2% of lime oil, sodium benzoate (preservative), sodium metabisulfite (preservative).  contains: sulfites. ), CILANTRO, CUMIN (cumin)",dinner
215,Sauce Con Queso*,2 OZ,8,2,0.2g,0.1g,0g,0.7mg,96.1mg,0.4g,1.2g,0.2g,0.8g,1%,0%,2%,10%,"FRESH TOMATOES, WHOLE MILK (milk, vitamin D3 added), GREEN CHILLIES (green chile peppers, water, salt, citric acid, calcium chloride), JALAPENO PEPPERS (fresh peppers, water, vinegar, salt, calcium chloride, sodium benzoate (preservative), natural flavors, yellow 5, sodium metabisulfite. ), FRESH RED PEPPER, FRESH ONIONS, FRESH GARLIC",dinner
216,Smokey Salsa**,1 OZ,8,0,0g,0g,0g,0mg,104.6mg,0.3g,1.7g,0.5g,0.8g,1%,1%,5%,4%,"DICED TOMATOES (tomatoes, tomato juice, less than 2% of: salt, calcium chloride, citric acid), CHIPOTLE PEPPERS (chipotle peppers, water, vinegar, tomatoes, onions, iodized salt, sugar, paprika, soybean oil, and spices), FRESH ONIONS, LIME JUICE (lime juice from concentrate (water, concentrated lime juice),and less than 2% of lime oil, sodium benzoate (preservative), sodium metabisulfite (preservative).  contains: sulfites. ), CILANTRO, FRESH GARLIC, KOSHER SALT (salt, yellow prussiate of soda), CRACKED BLACK PEPPER, CUMIN (cumin), OREGANO",dinner
217,Sour Cream*,1 OZ,57,43,4.7g,3.3g,0g,18.9mg,18.9mg,0.9g,1.9g,0g,1.9g,4%,0%,4%,0%,"SOUR CREAM (cultured cream, enzyme contains: milk)",dinner
218,Taco Meat,2 OZ,148,96,10.7g,4g,0g,41mg,316.7mg,10.9g,1.8g,0.3g,0.3g,2%,7%,4%,2%,"CHORIZO SAUSAGE (pork, seasoning, (paprika, salt, garlic powder, spice, De arbol chili  pepper, canola oil, cilantro), contains less than 2% of vinegar.), GROUND BEEF, WATER, FRESH ONIONS, FRESH GARLIC, CUMIN (cumin), ONION POWDER (onion powder. ), GARLIC SALT (salt, garlic, calcium silicate (added to make free flowing), and garlic oil.), BLACK PEPPER",dinner
219,Taco Salad Tortilla*,1 TORTILLA,201,93,10.3g,1.3g,0g,0mg,223mg,4g,22g,3g,0g,6%,14%,0%,0%,"FLOUR TORTILLA (cream, skim milk, soybean oil, parmesan and asiago cheese blend with flavor (parmesan cheese [cultured milk, salt, enzymes], asiago cheese [cultured milk, salt, enzymes], enzyme modified parmesan cheese [cultured milk, water, salt, enzymes], whey, salt), canola oil, water, 2% or less of modified cornstarch, salt, romano cheese ([made from cow's milk], pasteurized milk, cheese culture, salt, enzymes), cream (cream, nonfat milk), lactose (contains milk), datem, spice, xanthan gum, seasoning (wheat starch, extracts of annatto and turmeric color, natural flavor), seasoning (maltodextrin, flavor, enzyme modified butterfat). contains: milk, wheat ingredients. ), SHORTENING (soybean oil with tbhq and citric acid added as preservatives and  dimethylpolysiloxane added as an anti-foaming agent)",dinner
220,Taco Shell**,1 SHELL,160,72,8g,3.5g,0g,0mg,0mg,1g,21g,1g,0g,0%,6%,0%,0%,"TACO SHELLS (enriched limed whole grain corn, limed whole grain corn, niacin, iron, thiamin mononitrate, riboflavin, folic acid, palm oil, tbhq (preservative).)",dinner
221,Yellow Rice,4 OZ,392,27,3g,0.6g,0.6g,1.7mg,399.5mg,9g,79g,0.7g,1.1g,1%,18%,43%,2%,"RICE (long grain parboiled rice, iron phosphate, niacin, thiamine mononitrate, folic acid. ), WATER, FRESH CARROTS, PEAS, MARGARINE (liquid soybean oil, partially hydrogenated soybean oil, water, salt, soy  lecithin, vegetable mono and diglycerides, potassium sorbate and citric  acid added as preservatives, artificially flavored (gluten free),  artificially colored with beta carotene, vitamin a palmitate added.), CHICKEN BASE (chicken and chicken stock, salt, hydrolyzed soy, corn and wheat proteins, chicken fat, sugar, maltodextrin, dried whey, 2% or less of natural flavors, disodium inosinate/disodium guanylate, corn oil, autolyzed yeast extract, natural extractives or turmeric and annatto.  *other than that which naturally occurs in the hydrolyzed proteins in autolyzed yeast extract.  contains: milk, soy, wheat ingredients), TURMERIC, SALT (salt, calcium silicate, dextrose, potassium iodide.), GARLIC (Processed on the same manufacturing line as products that contain soy, wheat, gluten, dairy, eggs,  and tree nuts. ), ONION POWDER (onion powder. )",dinner
222,Bacon Bits,1 OZ,122,37,4.1g,0g,0g,0mg,222.8mg,12.2g,8.1g,4.1g,0g,8%,8%,0%,0%,"BACON BITS (soy flour, soybean oil with tbhq added to protect freshness, salt, less than 2% of hydrolyzed soy protein, yeast extract, natural smoke flavor, sunflour oil, sugar, partially hydrogenated soybean oil, dextrose, inactive dried yeast, caramel color, red #3 and/or red #40, hydrolyzed vegetable protein (hydrolyzed soy and corn protein, salt, partially hydrogenated vegetable oil (cottonseed, soybean)), soy lecithin, natural flavor. contains: soy)",dinner
223,Broccoli Buds**,1 OZ,8,1,0.1g,0g,0g,0,0, ,1.5g,0.9g, ,1%,1%,17%,44%,BROCCOLI FLOWERETTES,dinner
224,Cabbage Topping for Fish Taco,1 OZ,8,0,0g,0g,0g,0mg,7.6mg,0.4g,1.9g,0.8g,1g,1%,1%,13%,18%,"FRESH GREEN CABBAGE, CARROTS, FRESH RED CABBAGE, CILANTRO",dinner
225,Croutons*,1/2 OZ,61,18,2g,0g,0g,0mg,192.4mg,2g,10.1g,0g,2g,0%,0%,0%,0%,"CROUTONS (enriched flour (wheat flour, malted barley flour, niacin, reduced iron,  thiamin mononitrate, riboflavin, folic acid), canola and/or sunflower oil, whey, salt, yeast, high fructose corn syrup, 2% or less of: sugar, calcium propionate (preservative), calcium peroxide, calcium sulfate, ascorbic acid, azodicarbonamide, enzymes, sodium stearoyl lactylate, dehydrated parsley, spices, onion powder, extractive or paprika (color), turmeric (color), paprika (color), spice extractive, citric acid, tbhq (to preserve freshness).  contains: wheat, milk )",dinner
226,Edamame**,4 OZ,151,41,4.5g,0g,0g,0mg,45.4mg,12.1g,13.6g,6g,1.5g,8%,14%,14%,14%,EDAMAME PODS,dinner
227,Feta Cheese*,1 OZ,75,54,6g,4.2g,- - - g,25.2mg,316.4mg,4g,1.2g,0g,1.2g,14%,1%,2%,0%,"FETA CHEESE (pasteurized milk, cheese cultures, salt, enzymes)",dinner
228,Goat Cheese and Pear Salad*,4 OZ,715,471,52.2g,6.6g,0g,6.5mg,322.4mg,9.4g,62.4g,8.8g,51.6g,12%,14%,72%,8%,"FRESH PEARS, PECANS, MESCLUN GREENS, SUGAR, GOAT CHEESE (cultured pasteurized goat milk, salt, enzymes. contains: milk ), DRIED TART CHERRIES (cherries, sugar, sunflower oil), VINEGAR (apple cider vinegar (diluted with water to 5% acidity). ), WATER, OLIVE OIL, HONEY (honey. ), DIJON MUSTARD (water, vinegar, mustard seed, salt, white wine, fruit pectin, citric  acid, tartaric acid, sugar, spices.), SALT (salt, calcium silicate, dextrose, potassium iodide.), SALT (salt, calcium silicate, dextrose, potassium iodide.), BLACK PEPPER, CINNAMON",dinner
229,Grape Tomatoes,1 EACH,1,0,0g,0g,0g,0mg,0.3mg,0g,0.2g,0.1g,0.1g,0%,0%,1%,1%,FRESH GRAPE TOMATOES,dinner
230,Green Pepper Strips*,1 OZ,6,0,0g,0g,0g,0mg,0.9mg,0.2g,1.3g,0.5g,0.7g,0%,1%,2%,38%,FRESH GREEN PEPPER,dinner
231,Grilled Boneless Chicken,2 OZ,123,27,3g,0.8g,0g,60.7mg,100.1mg,22.2g,0.2g,0g,0.1g,1%,4%,0%,0%,"CHICKEN BREAST (Halal certified chicken), SOY/OLIVE BLEND OIL (80% soybean oil, 20% extra virgin olive oil), KOSHER SALT (salt, yellow prussiate of soda), HONEY (honey. ), BLACK PEPPER",dinner
232,Homemade Sourdough Roll**,1 ROLL,138,11,1.2g,0.1g,0g,0mg,0.4mg,5.4g,26g,2.4g,0.4g,0%,11%,0%,2%,"Homemade Sourdough Roll** (ULTRAGRAIN FLOUR BLEND (wheat flour, whole wheat flour, niacin, reduced iron, thiamine  mononitrate, riboflavin, folic acid), WATER, RYE FLOUR, SOURDOUGH BREAD MIX (rye flour, salt, gluten, fumaric acid, lecithin, calcium acetate.), VITAL WHEAT GLUTEN, SOY OIL (soybean oil), YEAST (instant yeast. ), SUGAR (sugar))",dinner
233,Lettuce Mix**,1 OZ,5,1,0.1g,0g,0g,0mg,2.3mg,0.3g,0.9g,0.6g,0.3g,1%,2%,49%,2%,"ARCADIAN HERITAGE LETTUCE MIX (green leaf lettuce, red leaf lettuce, tangos lettuce, lolla rosa lettuce, batavia lettuce, oak lettuce)",dinner
234,Monterey Jack & Cheddar Cheese*,1 OZ,111,82,9.1g,5.1g,0g,25.3mg,172.1mg,7.1g,1g,0g,0g,20%,0%,6%,0%,"MONTEREY JACK & CHEDDAR CHEESE (cheddar cheese, (pasteurized milk, cheese culture, salt, enzymes, annatto [color]), monterey jack cheese (pasteurized milk, cheese culture, salt, enzymes), potato starch and powdered cellulose added to prevent caking, natamycin (a natural mold inhibitor). contains: milk )",dinner
235,Oil (for Oil & Vinegar)**,1 TBS,104,123,13.6g,2g,- - - g,0mg,0mg,0g,0g,0g,0g,0%,0%,0%,0%,SOY OIL (soybean oil),dinner
236,Red Kidney Beans**,1 OZ,40,1,0.1g,0g,0g,0mg,85.1mg,2.8g,6.9g,1.9g,0.9g,5%,2%,0%,0%,"KIDNEY BEANS (dark red kidney beans, water, high fructose corn syrup, sugar, salt, calcium chloride, disodium edta  (to preservative color), and natural flavorings.)",dinner
237,Red Onions**,1 OZ,11,0,0g,0g,0g,0mg,1.1mg,0.3g,2.6g,0.5g,1.2g,1%,0%,0%,3%,FRESH RED ONIONS,dinner
238,"Salad Dressing, Basil Vinaigrette*",2 TBSP,128,122,13.5g,1.9g,0g,0mg,59.5mg,0.1g,2.3g,0.1g,2.2g,1%,1%,4%,1%,"OLIVE OIL, WINE VINEGAR (white wine vinegar, potassium metabisulfate (added to protect color).  this product is gluten free.  diluted with water to 5% acidity. ), BASIL, HONEY (honey. ), KOSHER SALT (salt, yellow prussiate of soda), BLACK PEPPER",dinner
239,"Salad Dressing, Bleu Cheese *",2 TBSP,80,77,8.5g,1.8g,0g,7.5mg,135mg,0.5g,0.5g,0g,0.5g,0%,0%,0%,0%,"BLEU CHEESE DRESSING (soybean oil, blue cheese (cultured milk, salt, cheese cultures,  enzymes), vinegar, water, egg yolk, corn syrup, contains less than 2%  of: salt, monosodium glutamate, spices, propylene glycol alginate,  onion, xanthan gum, garlic, dextrose. contains: eggs and milk)",dinner
240,"Salad Dressing, Caesar",2 TBSP,150,144,16g,2.5g,0g,0mg,270mg,1g,0g,0g,1g,2%,0%,2%,0%,"CAESAR DRESSING (soybean oil, vinegar (distilled, cider), water, romano cheese (cultured  milk, salt, enzymes), salt, contains less than 2% of garlic,  spices, maltodextrin, anchovy extract (fish), carrageenan, xanthan gum, beta carotene. contains: milk, fish)",dinner
241,"Salad Dressing, Charred Lemon Vinaigrette*",2 TBSP,82,76,8.5g,1.2g,0g,0mg,129.8mg,0.2g,2.6g,0.6g,0.7g,1%,1%,0%,17%,"LEMONS, OLIVE OIL, RICE VINEGAR (rice wine vinegar (reduced with water to 4.5% acidity).), OLIVE OIL, HONEY (honey. ), KOSHER SALT (salt, yellow prussiate of soda), BLACK PEPPER",dinner
242,"Salad Dressing, French *",2 TBSP,130,108,12g,2g,0g,0mg,210mg,0g,9g,0g,6g,0%,0%,2%,0%,"HONEY FRENCH DRESSING (soybean oil, sugar, distilled vinegar, cider vinegar, tomato paste, honey, contains less than 2% of: salt  spice, xanthan  gum, onion, garlic, beet powder (color). )",dinner
243,"Salad Dressing, Homestyle Ranch*",2 TBSP,100,99,11g,1.5g,0g,10mg,270mg,1g,1g,0g,1g,2%,0%,0%,0%,"RANCH DRESSING (soybean oil, water, buttermilk, egg yolk, distilled vinegar, contains  less than 2% of salt, monosodium glutamate, modified food starch, buttermilk solids, sugar, garlic, spices , xanthan gum, egg whites, onion, citric acid, sorbic acid, calcium disodium edta to protect flavor, natural flavor )",dinner
244,"Salad Dressing, Italian**",2 TBSP,120,108,12g,2g,0g,0mg,270mg,0g,4g,0g,2g,0%,0%,0%,0%,"ITALIAN DRESSING (soybean oil, vinegar, water, high fructose corn syrup, salt, contains less than 2% of: garlic, xanthan gum, onion, red bell pepper, spices, lemon juice concentrate, dextrose, beta carotene, paprika.)",dinner
245,"Salad Dressing, Strawberry Yogurt*",2 TBSP,29,3,0.3g,0.2g,0g,1.1mg,31.2mg,1.2g,5.4g,0g,5.4g,4%,0%,0%,0%,"STRAWBERRY YOGURT (cultured pasteurized lowfat milk, sugar, strawberries, corn syrup, water, modified corn starch, carrageenan,  pectin, potassium sorbate (to maintain freshness), red 40 and blue 1, natural flavor contains: milk), KOSHER SALT (salt, yellow prussiate of soda), BLACK PEPPER",dinner
246,"Salad Dressing,1000 Island *",2 TBSP,280,235,26g,4g,0g,30mg,520mg,0g,8g,0g,6g,0%,0%,0%,0%,"1000 ISLAND DRESSING (soybean oil, chili sauce (tomatoes, corn syrup, vinegar, salt, spices, natural flavors, garlic powder, citric acid), vinegar, corn syrup, water, pickle relish (cucumbers, high fructose corn syrup, vinegar, sugar, salt, mustard seed, diced red bell peppers, water, xanthan gum), egg yolk, contains less than 2% of: salt, spices, propylene glycol alginate, onion, sodium benzoate and calcium disodium edta as preservatives, xanthan gum, garlic, paprika, red bell pepper.)",dinner
247,Sliced Cucumbers**,1 OZ,4,0,0g,0g,0g,0mg,0.6mg,0.2g,1g,0.1g,0.5g,0%,0%,1%,1%,FRESH CUCUMBERS,dinner
248,Sliced Mushrooms**,1 OZ,6,1,0.1g,0g,0g,0mg,1.4mg,0.9g,0.9g,0.3g,0.6g,0%,1%,0%,1%,FRESH MUSHROOMS,dinner
249,Sliced Red Peppers**,1 OZ,0,0,0g,0g,0g,0mg,0mg,0g,0g,0g,0g,0%,0%,0%,0%,FRESH RED PEPPER,dinner
250,Steamed Eggs*,1 EGG,88,54,6g,1.9g,- - - g,211.5mg,70.3mg,7.1g,0.6g,0g,0.6g,3%,4%,6%,0%,FRESH EGGS,dinner
251,Apple Strudel*,1 PIECE,171,35,3.8g,0.7g,0.4g,2.2mg,156.1mg,1.1g,33.8g,0.9g,19.9g,0%,1%,0%,3%,"Apple Strudel* (APPLE FILLING (water, sugar, apples (treated with sulfites), modified food starch. contains 2% or less of the following: high fructose corn syrup, citric acid, spices, preservatives (potassium sorbate, sodium propionate, sodium benzoate), salt, natural and artificial flavor.  ), APRICOT JAM (sugar, water, apricot puree concentrate.  contains 2% or less of the following: pectin, agar agar, sorbic acid, sodium benzoate (preservative), mono- and diglycerides, citric acid. ), Yellow Sheet Cake (Yellow Cake (sugar, enriched flour bleached (wheat flour, niacin, iron, thiamin  mononitrate, riboflavin, folic acid), partially hydrogenated soybean oil, egg white, egg yolk with sodium silicoaluminate, nonfat milk, leavening (baking soda, sodium aluminum phosphate, monocalcium phosphate), propylene glycol mono and diesters of fatty acids, dextrose, modified tapioca starch, mono and diglycerides, salt, sorbitan monostearate, tetrasodium pyrophosphate, xanthan gum, sodium stearoyl lactylate, polysorbate 60, calcium acetate, maltodextrin, soy lecithin, guar gum, cellulose gum, artificial flavor, yellow 5 and red 40  contains: wheat, egg, milk and soy ingredients ), WATER, CANOLA OIL (canola oil. ), PAN GREASE (soy oil, corn flour, vegetable shortening (partially hydrogenated  soybean, cotttonseed, and or canola oil), mono-diglycerides. contains 2%  or less of: soya lecithin, bht (an antioxidant) )))",dinner
252,Cherry Cobbler**,5 OZ,181,86,9.5g,4.2g,0.5g,0mg,98.5mg,2.2g,22.2g,1.6g,10.9g,2%,5%,8%,0%,"Crisp Topping (OATMEAL (100% natural rolled oats.), TRANSFAT FREE BAKERY MARGARINE (palm oil, water, salt, mono- and diglycerides, artificial butter flavor,   colored with annatto, calcium disodium EDTA added as a preservative,  vitamin a palmitate added.), BROWN SUGAR (SUGAR, CANE SYRUPS), WHOLE WHEAT FLOUR (whole wheat flour ), ULTRAGRAIN FLOUR BLEND (wheat flour, whole wheat flour, niacin, reduced iron, thiamine  mononitrate, riboflavin, folic acid), CINNAMON), SUGAR, MARGARINE (liquid soybean oil, partially hydrogenated soybean oil, water, salt, soy  lecithin, vegetable mono and diglycerides, potassium sorbate and citric  acid added as preservatives, artificially flavored (gluten free),  artificially colored with beta carotene, vitamin a palmitate added.), CINNAMON",dinner
253,Chocolate Cake/Chocolate Icing*,1 PIECE,489,201,22.2g,7g,1.4g,23.1mg,536.6mg,5.3g,69.5g,2g,51.6g,0%,2%,1%,0%,"Chocolate Cake/Chocolate Icing* (Chocolate cake (CHOCOLATE CAKE MIX (sugar, enriched flour bleached (wheat flour, niacin, iron, thiamin  mononitrate, riboflavin, folic acid), partially hydrogenated soybean oil, cocoa processed with alkali, egg white, leavening (baking soda, sodium aluminum phosphate, dicalcium phosphate, monocalcium phosphate),  egg yolk with sodium silicoaluminate, modified tapioca starch, carob powder, propylene glycol mono and diesters of fatty acids, dextrose, mono and diglycerides, sorbitan monostearate, salt, nonfat milk, maltodextrin, natural and artificial flavor, tetrasodium pyrophosphate, xanthan gum, polysorbate 60, calcium acetate, soy lecithin, guar gum, cellulose gum, red 40. contains wheat, egg, milk and soy ingredients.), WATER, CANOLA OIL (canola oil. ), PAN GREASE (soy oil, corn flour, vegetable shortening (partially hydrogenated  soybean, cotttonseed, and or canola oil), mono-diglycerides. contains 2%  or less of: soya lecithin, bht (an antioxidant) )), Chocolate Butter Cream Icing (CONFECTIONERS SUGAR (sugar, cornstarch), SHORTENING (palm oil ), EGG WHITES (egg whites, guar gum and triethyl citrate added as whipping aids.), WATER, COCOA (cocoa, silicon dioxide (free-flow agent). ), FUDGE ICING (cocoa, vegetable shortening (partially hydrogenated soybean  and cottonseed oils), corn syrup solids, lecithin, salt, artificial  flavor and tbhq added to protect flavor.), TRANSFAT FREE BAKERY MARGARINE (palm oil, water, salt, mono- and diglycerides, artificial butter flavor,   colored with annatto, calcium disodium EDTA added as a preservative,  vitamin a palmitate added.), SALT (salt, sodium silicoaluminate. )))",dinner
254,Chocolate Pudding*,2 2/3 OZL,82,19,2.1g,1.2g,0.1g,6.3mg,156.4mg,2g,14.3g,0g,11.1g,10%,0%,2%,0%,"WHOLE MILK (milk, vitamin D3 added), CHOCOLATE PUDDING (sugar, dextrose, modified food starch, dutch-processed cocoa, sodium  phosphates, calcium sulfate, caramel color, salt, silicon dioxide,  artificial flavor, mono and diglycerides, red 40. contains: milk )",dinner
255,Coconut Custard Pie*,1 SLICE,557,364,40.4g,22.8g,2.5g,219.2mg,416.3mg,6.2g,44.1g,1.4g,23.9g,6%,8%,24%,1%,"Coconut Custard Pie* (CREAM (heavy cream, milk, contains less than 0.5% of mono and diglycerides, polysorbate 80, carrageenan. contains: milk), PIE CRUST (enriched flour [wheat flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid], partially hydrogenated  vegetable oil [soybean and/or cottonseed oils], water, high fructose corn syrup, salt, soy flour. contains wheat and soy), EGG MIX (whole eggs, egg yolks, dextrin, salt, cellulose gum, propylene glycol.), SUGAR (sugar), COCONUT, EGG WHITES (egg whites, guar gum and triethyl citrate added as whipping aids.), VANILLA FLAVORING (water, caramel color (gluten free), vanillin, ethyl vanillin and 0.1% potassium sorbate (added as a preservative).), SALT (salt, sodium silicoaluminate. ), NUTMEG)",dinner
256,Make your own Waffle*,1 WAFFLE,318,32,3.5g,0g,0g,0mg,978.4mg,5.9g,62.5g,1.2g,5.9g,35%,24%,0%,0%,"WATER, WAFFLE MIX (enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), sugar, soybean oil, sodium bicarbonate, monocalcium phosphate, contains 2% or less of the following: natural and artificial flavors (dextrose, malodextrin, starch, silicon dioxide), salt, yellow corn flour, buttermilk, malted barley extract contains: wheat and milk)",dinner
257,"Pancake Syrup, Maple**",1 OZL,151,0,0g,0g,0g,0mg,37.9mg,0g,37.9g,0g,26.2g,0%,0%,0%,0%,"PANCAKE SYRUP (corn syrup, water, high fructose corn syrup,  salt, natural and artificial flavors, potassium sorbate, sodium benzoate and benzoic acid (preservatives), caramel color, cellulose gum)",dinner
258,Peanut Butter Cookie*,1 COOKIE,165,79,8.8g,3g,0g,15.8mg,113.9mg,3.5g,17.9g,0.7g,9.2g,2%,6%,0%,0%,"Peanut Butter Cookies (PASTRY FLOUR (enriched flour (wheat flour, niacin, iron, thiamine, mononitrate, riboflavin, folic  acid.), PEANUT BUTTER (peanuts, dextrose, hydrogenated vegetable oil (rapeseed and/or cottonseed and/or soybean), salt.  contains: peanuts ), SUGAR (sugar), BROWN SUGAR (SUGAR, CANE SYRUPS), TRANSFAT FREE SHORTENING (palm oil), EGG MIX (whole eggs, egg yolks, dextrin, salt, cellulose gum, propylene glycol.), WHOLE MILK (milk, vitamin D3 added), PEANUTS (dry roasted peanuts. processed in a facility that processes peanuts, tree nuts, milk, egg, wheat and soybeans. ), NUMOLINE SYRUP (invert sugar.), BAKING SODA (sodium bicarbonate), BAKING POWDER (baking soda (for leavening), cornstarch, sodium aluminum sulfate (for leavening), calcium sulfate, monocalcium phosphate (for leavening). ))",dinner
259,Strawberry Sauce**,1 OZL,68,0,0g,0g,0g,0mg,5.6mg,0.1g,16.6g,0.5g,15.8g,1%,1%,0%,9%,"Strawberry Sauce** (STRAWBERRIES (strawberries, sugar), SUGAR (sugar), Clearjel (food starch, modified food starch, modified corn starch))",dinner
260,Sugar Free Gelatin,4 OZ,0,0,0g,0g,0g,0mg,1.2mg,0g,0.1g,0g,0g,0%,0%,0%,0%,"WATER, WATER, SUGAR FREE GELATIN (gelatin, adipic acid, maltodextrin, potassium citrate, fumaric acid,  natural and artificial flavor, aspartame, asesulfame potassium, yellow  5, blue 1.)",dinner
261,Whipped Topping**,1 OZL,24,18,1.9g,1.9g,0g,0mg,0mg,0g,1.9g,0g,1.9g,0%,0%,0%,0%,"WHIPPED TOPPING (water, high fructose corn syrup, hydrogenated coconut oil,  partially hydrogenated palm kernel oil, contains less than 2% of the  following: carbohydrate gum, sugar, polysorbate 60, polyglycerol esters  of fatty acids, salt, sodium alginate, soy lecithin, artificial flavor,  sodium citrate, natural flavor, colored with turmeric and annatto  extracts. contains soy)",dinner
